ID,Cluster,AKT,AKT_pS473,AKT_pT308,YAP,YAP_pS127,YAP-p-YAP,p-AKT,AKTSCORE
TCGA.F4.6569.01,Cluster IV,-0.64101,-0.94834,-1.0664,0.25764,0.30152,-0.04388,-2.01474,-3.740173
TCGA.F4.6570.01,Cluster IV,0.054397,0.21785,-0.76298,-0.0062928,-0.12962,0.1233272,-0.54513,-3.2721151
TCGA.F4.6703.01,Cluster IV,-0.41596,0.15075,0.013734,0.546,0.81411,-0.26811,0.164484,0.410912
TCGA.F4.6704.01,Cluster IV,0.12988,-0.32333,-0.48427,-0.00058727,-0.41502,0.41443273,-0.8076,-6.65067
TCGA.F4.6805.01,Cluster IV,-0.75618,-0.024509,-0.56136,0.19858,0.2066,-0.00802,-0.585869,-2.68357
TCGA.F4.6807.01,Cluster IV,-0.90289,-0.89485,-0.92987,0.33936,0.047231,0.292129,-1.82472,-0.4609592
TCGA.F4.6809.01,Cluster IV,-0.03176,0.22972,-0.31191,0.589,0.87336,-0.28436,-0.08219,-0.336278
TCGA.G4.6297.01,Cluster IV,0.049876,-0.2948,-0.73102,-0.10621,0.41379,-0.52,-1.02582,-1.300989036
TCGA.G4.6302.01,Cluster IV,-0.47696,0.23024,-0.36389,0.23635,0.95175,-0.7154,-0.13365,-0.6055235
TCGA.G4.6627.01,Cluster IV,-1.1537,-0.74207,-0.83133,0.22054,0.34792,-0.12738,-1.5734,-1.6810128
TCGA.A6.3808.01,Cluster IV,-0.011017,0.73296,-0.1134,-0.16943,-0.026028,-0.143402,0.61956,8.02403
TCGA.AA.3872.01,Cluster IV,0.32667,0.80798,0.22341,0.020631,0.028175,-0.007544,1.03139,2.88956
TCGA.AA.A00N.01,Cluster IV,-1.6919,-0.52201,-0.32312,0.27464,0.11652,0.15812,-0.84513,-3.51308
TCGA.AA.A01D.01,Cluster IV,-0.048172,-0.19042,-0.55462,-0.26615,0.23543,-0.50158,-0.74504,-1.313587
TCGA.2H.A9GF.01,Cluster IV,-0.6758,-1.0933,-1.1745,0.088018,-0.28846,0.376478,-2.2678,-5.2492
TCGA.2H.A9GL.01,Cluster IV,-1.1948,-1.1362,-0.8935,-0.12097,0.38919,-0.51016,-2.0297,-2.248355
TCGA.IC.A6RE.01,Cluster IV,-0.59842,-0.45415,-0.85402,0.11013,0.46273,-0.3526,-1.30817,0.141242
TCGA.IG.A3YA.01,Cluster IV,-0.11954,-0.29681,-0.58811,-0.22426,0.14654,-0.3708,-0.88492,-1.457826
TCGA.IG.A4QT.01,Cluster IV,-1.8425,-0.37897,-0.57254,0.81781,0.21435,0.60346,-0.95151,-5.22966
TCGA.JY.A939.01,Cluster IV,-0.5843,-0.99393,-0.97331,-0.44929,-0.95692,0.50763,-1.96724,-0.66585
TCGA.JY.A93E.01,Cluster IV,-0.65056,-0.66171,-0.73399,0.66539,1.1849,-0.51951,-1.3957,-3.933245
TCGA.L5.A4OF.01,Cluster IV,-0.036221,-0.14833,-0.43514,0.017488,0.6468,-0.629312,-0.58347,-3.740912
TCGA.L5.A4ON.01,Cluster IV,-1.0028,-0.94492,-1.0864,-0.35829,-0.30166,-0.05663,-2.03132,1.308315
TCGA.L5.A4OS.01,Cluster IV,-0.64984,0.71822,0.38768,-0.14468,0.09053,-0.23521,1.1059,-3.72624
TCGA.L5.A4OU.01,Cluster IV,-0.43889,0.38471,-0.2618,-0.055569,0.10756,-0.163129,0.12291,-2.299187
TCGA.L5.A8NI.01,Cluster IV,-0.062473,-0.75303,-0.84015,-0.22296,0.13552,-0.35848,-1.59318,0.814034
TCGA.L5.A8NL.01,Cluster IV,-0.49986,-0.93679,-0.9624,-0.18564,-0.2069,0.02126,-1.89919,-3.0041
TCGA.L5.A8NS.01,Cluster IV,-0.10509,-0.76556,-0.88984,-0.075071,0.98283,-1.057901,-1.6554,4.78841
TCGA.L5.A8NT.01,Cluster IV,0.2417,-0.4607,-0.50604,0.068067,0.77145,-0.703383,-0.96674,-3.89727
TCGA.L5.A8NV.01,Cluster IV,0.059755,-0.82879,-0.97161,0.023755,0.50285,-0.479095,-1.8004,-3.99931
TCGA.LN.A4A5.01,Cluster IV,-0.16833,-1.2343,-1.2679,-0.020135,-0.067446,0.047311,-2.5022,-1.403876
TCGA.LN.A9FP.01,Cluster IV,-0.53755,-0.30412,-0.42528,-0.10139,-0.055074,-0.046316,-0.7294,-2.389113
TCGA.S8.A6BV.01,Cluster IV,-0.36961,-0.81354,-0.75404,-0.23457,-0.093984,-0.140586,-1.56758,-1.096061
TCGA.06.0125.02,Cluster IV,0.30954,1.1066,1.5161,-0.088364,-1.3713,1.282936,2.6227,-1.29513
TCGA.06.0130.01,Cluster IV,0.045414,2.2964,1.6747,-0.18033,-0.71368,0.53335,3.9711,0.29813
TCGA.06.0171.02,Cluster IV,-1.0373,-0.78877,0.22198,0.57027,-1.8747,2.44497,-0.56679,4.44043
TCGA.06.0190.02,Cluster IV,-0.85956,0.27975,0.53948,0.79505,-1.2042,1.99925,0.81923,-2.3713835
TCGA.06.0210.02,Cluster IV,0.31616,2.4968,1.9918,0.097779,-0.49794,0.595719,4.4886,-4.15303
TCGA.06.0644.01,Cluster IV,0.066846,1.8014,1.3271,-0.45935,0.048881,-0.508231,3.1285,-3.9318
TCGA.06.0882.01,Cluster IV,0.36438,1.8685,2.0551,0.13079,-0.87565,1.00644,3.9236,5.20438
TCGA.06.5410.01,Cluster IV,-0.21309,0.56134,0.097897,-0.17556,-0.65785,0.48229,0.659237,0.778951
TCGA.06.5412.01,Cluster IV,-0.028857,1.5907,1.0621,-0.067839,-0.64785,0.580011,2.6528,5.26464
TCGA.06.5856.01,Cluster IV,0.11066,0.99352,0.58689,-0.4601,-1.838,1.3779,1.58041,2.498527
TCGA.14.0871.01,Cluster IV,0.58282,-0.043887,0.1886,-0.048031,1.1772,-1.225231,0.144713,5.65874
TCGA.32.1982.01,Cluster IV,0.063255,0.75159,0.58349,-0.092997,-1.3638,1.270803,1.33508,2.14581
TCGA.41.3915.01,Cluster IV,-0.059222,2.0696,1.3761,-0.060815,-0.5967,0.535885,3.4457,-4.46715
TCGA.41.4097.01,Cluster IV,0.25675,1.4833,0.55978,-0.28636,-0.53254,0.24618,2.04308,-2.553712
TCGA.76.4928.01,Cluster IV,-1.1144,0.58416,0.11715,0.38714,-1.1451,1.53224,0.70131,3.86244
TCGA.CN.4728.01,Cluster IV,-0.02084,-0.50076,0.12249,0.9028,0.1675,0.7353,-0.37827,-2.97823
TCGA.CN.4740.01,Cluster IV,0.28179,-0.50595,-0.16726,0.83502,0.52074,0.31428,-0.67321,0.693705
TCGA.CN.5358.01,Cluster IV,-0.18376,0.40507,0.31721,0.52809,0.058565,0.469525,0.72228,-0.698804
TCGA.CN.6017.01,Cluster IV,0.063557,-1.2087,-1.0385,1.2411,2.1315,-0.8904,-2.2472,1.1485552
TCGA.CN.6019.01,Cluster IV,-0.11195,-0.48285,-0.66814,0.32978,-0.22967,0.55945,-1.15099,-0.918539
TCGA.CQ.6221.01,Cluster IV,0.33666,-0.067255,-0.11531,0.45357,0.41744,0.03613,-0.182565,-4.19908
TCGA.CV.6934.01,Cluster IV,0.013224,-0.78684,0.80765,0.41698,0.45529,-0.03831,0.02081,0.84991
TCGA.CV.7254.01,Cluster IV,-0.98211,-0.92591,-0.42568,0.61201,-0.36555,0.97756,-1.35159,-0.719662
TCGA.CV.7421.01,Cluster IV,0.23576,-0.94533,-0.69994,0.13896,0.022103,0.116857,-1.64527,-1.121683
TCGA.D6.6824.01,Cluster IV,0.1375,0.53659,-0.00017351,0.22975,0.38601,-0.15626,0.53641649,1.62986
TCGA.A3.3306.01,Cluster IV,0.021767,-0.34801,-0.53923,0.12606,0.64419,-0.51813,-0.88724,-6.00439
TCGA.A3.3308.01,Cluster IV,0.052537,2.611,2.2935,-0.024543,0.42446,-0.449003,4.9045,2.672932
TCGA.A3.3311.01,Cluster IV,-0.013377,0.47216,-0.048453,-0.029435,0.4641,-0.493535,0.423707,1.896139
TCGA.A3.3313.01,Cluster IV,-0.33072,-0.333,-0.57631,-0.27533,-0.6116,0.33627,-0.90931,2.1876
TCGA.A3.3316.01,Cluster IV,0.051198,1.6596,0.8201,0.083583,0.21277,-0.129187,2.4797,0.991026
TCGA.A3.3317.01,Cluster IV,0.018143,0.58097,-0.20419,0.1122,0.43101,-0.31881,0.37678,2.40735
TCGA.A3.3319.01,Cluster IV,-0.21381,1.2476,0.64585,-0.20294,0.13753,-0.34047,1.89345,1.47487575
TCGA.A3.3320.01,Cluster IV,-0.18682,1.2911,0.60535,0.09163,0.79604,-0.70441,1.89645,-0.748517
TCGA.A3.3322.01,Cluster IV,-0.044828,0.47824,0.48783,0.082034,0.29461,-0.212576,0.96607,-0.44476
TCGA.A3.3323.01,Cluster IV,-0.0011836,0.14081,0.22405,-0.035682,0.17433,-0.210012,0.36486,7.49772
TCGA.A3.3324.01,Cluster IV,-0.24861,1.6102,0.45953,0.1998,-0.14474,0.34454,2.06973,1.283139
TCGA.A3.3326.01,Cluster IV,-0.17152,0.13216,-0.57819,-0.044959,0.3328,-0.377759,-0.44603,3.133419
TCGA.A3.3329.01,Cluster IV,0.028586,1.452,0.30541,-0.37921,-0.22786,-0.15135,1.75741,3.1314
TCGA.A3.3331.01,Cluster IV,-0.096554,2.1245,0.93256,0.047997,0.18487,-0.136873,3.05706,2.49137
TCGA.A3.3335.01,Cluster IV,-0.27571,-0.042757,0.38344,0.03919,-0.02337,0.06256,0.340683,5.60964
TCGA.A3.3346.01,Cluster IV,-0.26965,2.1669,1.7782,0.28333,-0.54581,0.82914,3.9451,1.139137
TCGA.A3.3347.01,Cluster IV,0.08391,0.64373,-0.38632,-0.019406,-0.073963,0.054557,0.25741,1.193054
TCGA.A3.3349.01,Cluster IV,0.17348,1.0753,0.10207,0.27625,0.71577,-0.43952,1.17737,2.825801
TCGA.A3.3351.01,Cluster IV,0.11738,1.701,-0.069257,-0.2081,0.23603,-0.44413,1.631743,-0.29888
TCGA.A3.3352.01,Cluster IV,0.049676,-0.044326,-0.23455,-0.013691,0.15459,-0.168281,-0.278876,3.43798
TCGA.A3.3357.01,Cluster IV,-0.41135,0.87531,0.39373,0.22,-0.38812,0.60812,1.26904,4.198339
TCGA.A3.3362.01,Cluster IV,-0.17555,0.72116,0.25922,0.17578,-0.024742,0.200522,0.98038,2.087515
TCGA.A3.3365.01,Cluster IV,0.24701,0.75758,0.20555,0.31839,0.57293,-0.25454,0.96313,4.440174
TCGA.A3.3367.01,Cluster IV,-0.047446,1.0248,0.36474,-0.16758,0.18272,-0.3503,1.38954,1.652294
TCGA.A3.3370.01,Cluster IV,0.031495,1.7633,1.0146,0.060512,0.4367,-0.376188,2.7779,1.352631
TCGA.A3.3372.01,Cluster IV,-0.10888,1.0451,0.34133,0.046026,0.32767,-0.281644,1.38643,2.207403
TCGA.A3.3373.01,Cluster IV,0.036566,-0.04057,0.049153,0.21756,0.028677,0.188883,0.008583,1.556704
TCGA.A3.3374.01,Cluster IV,0.088882,-1.1583,-0.062045,0.49336,-0.20175,0.69511,-1.220345,2.266116
TCGA.A3.3376.01,Cluster IV,0.25751,-0.15802,-0.4631,0.16651,0.24608,-0.07957,-0.62112,2.48365
TCGA.A3.3378.01,Cluster IV,-0.57388,-0.50392,-0.53017,0.27919,0.71407,-0.43488,-1.03409,-0.45065
TCGA.A3.3380.01,Cluster IV,0.095896,0.70341,0.56619,0.46453,0.62921,-0.16468,1.2696,0.67985
TCGA.A3.3382.01,Cluster IV,-0.20326,0.039073,-0.149,0.22305,0.14398,0.07907,-0.109927,2.945099
TCGA.A3.3383.01,Cluster IV,0.10402,-0.043317,-0.1236,0.081866,0.47882,-0.396954,-0.166917,4.34778
TCGA.A3.3387.01,Cluster IV,0.085128,0.95496,0.30536,0.32622,0.62903,-0.30281,1.26032,0.327208
TCGA.AK.3428.01,Cluster IV,-0.81861,-0.63537,-0.79473,0.36484,-0.0085875,0.3734275,-1.4301,-0.304614
TCGA.AK.3434.01,Cluster IV,0.18283,0.26251,0.81269,0.053519,0.16153,-0.108011,1.0752,-2.57662
TCGA.AK.3436.01,Cluster IV,-0.16483,-0.01956,0.70595,0.37569,-0.0034272,0.3791172,0.68639,1.484177
TCGA.AK.3444.01,Cluster IV,0.039864,0.53314,0.34942,0.1327,0.21999,-0.08729,0.88256,0.335773
TCGA.AK.3451.01,Cluster IV,-0.039468,0.61959,0.12025,0.20297,1.105,-0.90203,0.73984,0.848693
TCGA.B0.4690.01,Cluster IV,-0.14738,0.55653,0.7321,-0.095363,-0.13526,0.039897,1.28863,2.188659
TCGA.B0.4691.01,Cluster IV,-0.20293,0.52688,0.96084,-0.029973,1.0488,-1.078773,1.48772,2.9240214
TCGA.B0.4693.01,Cluster IV,-0.19152,0.71343,0.21793,0.23841,0.20345,0.03496,0.93136,1.827454
TCGA.B0.4694.01,Cluster IV,-0.31052,0.58101,1.2056,-0.016407,-0.048618,0.032211,1.78661,3.18562
TCGA.B0.4697.01,Cluster IV,0.11181,-0.18183,-0.62663,0.1584,0.9997,-0.8413,-0.80846,1.326411
TCGA.B0.4699.01,Cluster IV,-0.13324,-0.80549,-0.59861,0.14387,-0.17051,0.31438,-1.4041,-8.28292
TCGA.B0.4700.01,Cluster IV,-0.044037,0.76497,1.0927,0.1816,0.74226,-0.56066,1.85767,1.369035
TCGA.B0.4701.01,Cluster IV,-0.041618,-0.11869,-0.066578,0.15546,0.74969,-0.59423,-0.185268,0.898797
TCGA.B0.4703.01,Cluster IV,0.22921,0.0014795,-0.42378,0.15242,1.4517,-1.29928,-0.4223005,2.799271
TCGA.B0.4706.01,Cluster IV,0.027664,0.48346,0.96737,0.085959,0.76517,-0.679211,1.45083,2.223241
TCGA.B0.4707.01,Cluster IV,-0.40627,0.27756,0.69713,-0.032946,0.32298,-0.355926,0.97469,4.12072
TCGA.B0.4710.01,Cluster IV,-0.10793,0.37462,0.29303,0.71365,1.1138,-0.40015,0.66765,2.5985125
TCGA.B0.4712.01,Cluster IV,-0.13644,1.5576,0.44831,0.54558,1.6656,-1.12002,2.00591,-1.71166
TCGA.B0.4713.01,Cluster IV,-0.58926,-0.22101,0.9026,0.35381,0.79601,-0.4422,0.68159,1.8734192
TCGA.B0.4718.01,Cluster IV,-0.082882,0.38217,1.0801,0.0015124,0.96682,-0.9653076,1.46227,0.275452
TCGA.B0.4810.01,Cluster IV,0.038995,0.5335,1.3374,0.24791,1.471,-1.22309,1.8709,3.68132
TCGA.B0.4811.01,Cluster IV,-0.085357,0.1928,0.19069,0.12004,0.088814,0.031226,0.38349,3.026971
TCGA.B0.4813.01,Cluster IV,0.073606,-0.058435,0.69091,0.44952,1.6539,-1.20438,0.632475,4.17686
TCGA.B0.4814.01,Cluster IV,-0.24283,-0.36855,0.085116,0.20491,0.73793,-0.53302,-0.283434,-1.25721
TCGA.B0.4815.01,Cluster IV,0.0026944,0.3326,-0.075931,0.21779,0.29097,-0.07318,0.256669,-1.103133
TCGA.B0.4816.01,Cluster IV,0.028614,-0.24082,-0.74691,0.31987,1.0236,-0.70373,-0.98773,1.42923
TCGA.B0.4818.01,Cluster IV,0.13752,0.67201,1.5779,0.040432,0.88022,-0.839788,2.24991,1.92237
TCGA.B0.4819.01,Cluster IV,-0.10221,0.55528,0.21834,0.025953,1.7073,-1.681347,0.77362,3.927666
TCGA.B0.4821.01,Cluster IV,-0.21662,0.35608,0.85626,-0.28526,1.7747,-2.05996,1.21234,5.02757
TCGA.B0.4822.01,Cluster IV,0.081346,0.31701,0.69582,-0.24795,0.54414,-0.79209,1.01283,4.53819
TCGA.B0.4823.01,Cluster IV,0.039451,0.56211,0.44439,0.3646,2.133,-1.7684,1.0065,0.751775
TCGA.B0.4824.01,Cluster IV,-0.033893,0.095393,-0.50317,-0.035201,0.30819,-0.343391,-0.407777,2.59038
TCGA.B0.4827.01,Cluster IV,0.14303,0.77699,1.3663,0.19898,2.2374,-2.03842,2.14329,4.61215
TCGA.B0.4828.01,Cluster IV,-0.029519,0.57823,0.968,-0.085011,0.49669,-0.581701,1.54623,5.276579
TCGA.B0.4833.01,Cluster IV,-0.19018,0.13089,0.44528,0.036281,0.29493,-0.258649,0.57617,2.042971
TCGA.B0.4834.01,Cluster IV,-0.24381,-0.52513,-0.922,-0.16667,-0.63997,0.4733,-1.44713,0.318026
TCGA.B0.4836.01,Cluster IV,0.028049,0.96073,1.4082,-0.011784,0.8667,-0.878484,2.36893,2.185526
TCGA.B0.4837.01,Cluster IV,-0.14909,0.2892,0.92735,0.1547,0.49835,-0.34365,1.21655,0.169805
TCGA.B0.4838.01,Cluster IV,-0.0041358,0.4373,0.89863,-0.30147,-0.11334,-0.18813,1.33593,0.93955
TCGA.B0.4839.01,Cluster IV,-0.0092543,-0.022542,-0.50616,-0.20263,-0.065548,-0.137082,-0.528702,1.778445
TCGA.B0.4841.01,Cluster IV,0.015561,0.33155,0.74476,-0.0088605,1.4553,-1.4641605,1.07631,0.682853
TCGA.B0.4842.01,Cluster IV,-0.58083,-0.11915,1.0236,0.36965,1.2423,-0.87265,0.90445,0.86203
TCGA.B0.4843.01,Cluster IV,-0.040054,1.5582,1.7745,-0.16403,0.072379,-0.236409,3.3327,2.430849
TCGA.B0.4844.01,Cluster IV,-0.042159,0.55771,1.419,-0.013552,1.0828,-1.096352,1.97671,1.139888
TCGA.B0.4845.01,Cluster IV,0.062359,0.37656,0.87121,-0.076858,0.47988,-0.556738,1.24777,0.18094
TCGA.B0.4846.01,Cluster IV,0.087849,0.90465,1.2163,-0.076899,0.54302,-0.619919,2.12095,3.20276
TCGA.B0.4847.01,Cluster IV,0.026111,0.56789,0.66942,0.0014523,0.42928,-0.4278277,1.23731,1.740359
TCGA.B0.4848.01,Cluster IV,0.15041,0.73707,0.93262,0.10253,0.37762,-0.27509,1.66969,2.53276
TCGA.B0.4849.01,Cluster IV,0.03157,-0.04885,0.31467,0.031045,0.43735,-0.406305,0.26582,0.458348
TCGA.B0.4852.01,Cluster IV,0.040936,0.17807,-0.15906,-0.16398,0.62756,-0.79154,0.01901,1.47066
TCGA.B0.4945.01,Cluster IV,0.11387,0.23203,-0.71457,0.21078,0.45092,-0.24014,-0.48254,0.660135
TCGA.B0.5077.01,Cluster IV,0.012025,0.34731,-0.30032,0.17612,0.58671,-0.41059,0.04699,1.77607
TCGA.B0.5080.01,Cluster IV,0.23723,0.037179,-0.39578,0.037848,0.65776,-0.619912,-0.358601,-0.305093
TCGA.B0.5081.01,Cluster IV,0.020006,0.30419,0.84513,-0.0080139,0.45901,-0.4670239,1.14932,2.84146
TCGA.B0.5084.01,Cluster IV,-0.5975,-0.071143,-0.26648,0.19995,1.0583,-0.85835,-0.337623,2.785399
TCGA.B0.5085.01,Cluster IV,-0.34819,0.15606,0.19179,0.059042,0.46719,-0.408148,0.34785,1.103904
TCGA.B0.5088.01,Cluster IV,-0.0068471,0.6055,0.09835,-0.10859,0.58858,-0.69717,0.70385,-0.3554663
TCGA.B0.5092.01,Cluster IV,0.090986,0.23907,1.0981,-0.12032,0.31936,-0.43968,1.33717,2.09871
TCGA.B0.5094.01,Cluster IV,-0.14485,1.2292,1.2777,-0.31755,-0.48124,0.16369,2.5069,2.34841
TCGA.B0.5095.01,Cluster IV,0.23198,-0.19614,0.27967,0.15034,0.8152,-0.66486,0.08353,0.62151
TCGA.B0.5096.01,Cluster IV,-0.22663,-0.40836,-1.0406,0.27455,0.15458,0.11997,-1.44896,-1.067211
TCGA.B0.5097.01,Cluster IV,-0.058706,0.33957,-0.43276,-0.023246,0.27917,-0.302416,-0.09319,-0.917017
TCGA.B0.5099.01,Cluster IV,-0.086518,1.9285,0.84101,-0.16385,0.19646,-0.36031,2.76951,-4.57246
TCGA.B0.5100.01,Cluster IV,0.20384,0.21395,0.18733,0.44248,2.6396,-2.19712,0.40128,4.13666
TCGA.B0.5102.01,Cluster IV,0.080815,0.67605,-0.34773,0.049179,0.62694,-0.577761,0.32832,0.6567893
TCGA.B0.5104.01,Cluster IV,0.10364,0.20229,0.60063,-0.076934,0.6772,-0.754134,0.80292,-0.245402
TCGA.B0.5106.01,Cluster IV,-0.073121,0.10705,0.012182,-0.184,0.41068,-0.59468,0.119232,2.3914123
TCGA.B0.5108.01,Cluster IV,0.14575,-0.30389,-1.1564,-0.20109,0.71709,-0.91818,-1.46029,-0.112074
TCGA.B0.5109.01,Cluster IV,-1.1035,-0.78644,-0.1415,0.419,-0.44698,0.86598,-0.92794,2.09634
TCGA.B0.5110.01,Cluster IV,0.097997,1.9078,-0.15953,-0.22892,0.0077808,-0.2367008,1.74827,1.33926
TCGA.B0.5113.01,Cluster IV,-0.066053,0.88078,0.0001558,0.024113,1.3818,-1.357687,0.8809358,5.063953
TCGA.B0.5115.01,Cluster IV,0.087713,-0.010589,-0.0083767,-0.055733,0.32706,-0.382793,-0.0189657,0.02346
TCGA.B0.5116.01,Cluster IV,0.12834,0.95295,0.53571,-0.30591,0.13077,-0.43668,1.48866,-3.591065
TCGA.B0.5117.01,Cluster IV,0.19712,-0.63319,-0.27622,-0.25795,-0.0072997,-0.2506503,-0.90941,-0.741206
TCGA.B0.5119.01,Cluster IV,0.016768,0.17095,-0.54781,-0.083134,1.1069,-1.190034,-0.37686,1.271164
TCGA.B0.5120.01,Cluster IV,0.0096523,1.608,-0.26778,0.09269,0.93352,-0.84083,1.34022,1.193396
TCGA.B0.5121.01,Cluster IV,-0.06403,-0.19104,0.36978,0.057529,0.85843,-0.800901,0.17874,1.439172
TCGA.B0.5399.01,Cluster IV,0.1581,0.14756,-0.76554,-0.099728,0.35701,-0.456738,-0.61798,1.828456
TCGA.B0.5400.01,Cluster IV,-1.0111,-0.36378,0.69931,0.27651,0.63097,-0.35446,0.33553,-0.205788
TCGA.B0.5402.01,Cluster IV,-0.11714,1.0819,0.26315,-0.030133,-0.13818,0.108047,1.34505,1.050338
TCGA.B0.5690.01,Cluster IV,0.082759,0.075308,-0.26112,0.062141,0.65605,-0.593909,-0.185812,2.735363
TCGA.B0.5691.01,Cluster IV,0.069007,0.31368,-0.68938,-0.25529,0.17924,-0.43453,-0.3757,2.67016
TCGA.B0.5693.01,Cluster IV,0.11576,0.25645,0.30606,0.051434,0.80234,-0.750906,0.56251,1.788406
TCGA.B0.5694.01,Cluster IV,-0.030073,-0.30495,0.051396,-0.017581,0.53175,-0.549331,-0.253554,1.174717
TCGA.B0.5695.01,Cluster IV,0.066132,1.0005,2.0164,0.23137,0.10018,0.13119,3.0169,1.38742
TCGA.B0.5696.01,Cluster IV,-0.065298,0.73425,1.1232,0.002502,0.11858,-0.116078,1.85745,4.21506
TCGA.B0.5697.01,Cluster IV,0.033298,0.55919,1.1613,0.20435,0.76596,-0.56161,1.72049,2.155078
TCGA.B0.5698.01,Cluster IV,-0.031685,0.11766,-0.10873,-0.11576,0.55965,-0.67541,0.00893,3.483488
TCGA.B0.5699.01,Cluster IV,-0.0066827,0.11863,1.56,-0.051741,0.38145,-0.433191,1.67863,0.2722598
TCGA.B0.5700.01,Cluster IV,-0.16655,-0.38879,-0.95409,0.0091238,-0.10288,0.1120038,-1.34288,2.85618
TCGA.B0.5701.01,Cluster IV,-0.15087,0.37526,0.49377,-0.14568,0.33907,-0.48475,0.86903,4.23321
TCGA.B0.5703.01,Cluster IV,-0.19157,-0.22302,0.26798,0.12895,0.89826,-0.76931,0.04496,0.77729
TCGA.B0.5705.01,Cluster IV,0.09347,0.56851,0.35789,-0.25798,0.082736,-0.340716,0.9264,2.75068
TCGA.B0.5706.01,Cluster IV,-0.11742,-0.074708,0.42679,0.16104,0.57883,-0.41779,0.352082,1.003094
TCGA.B0.5709.01,Cluster IV,-0.0098099,-0.00072648,0.66586,-0.09349,-0.76738,0.67389,0.66513352,0.34349
TCGA.B0.5710.01,Cluster IV,0.11278,-0.1102,0.72862,-0.01466,0.077818,-0.092478,0.61842,1.300533
TCGA.B0.5711.01,Cluster IV,0.044716,0.44903,0.51489,-0.15879,0.26944,-0.42823,0.96392,-2.439893
TCGA.B0.5712.01,Cluster IV,-0.025565,0.14728,0.13335,-0.23131,0.13937,-0.37068,0.28063,-3.915306
TCGA.B0.5713.01,Cluster IV,0.40923,0.28325,-0.48763,-0.13757,0.4256,-0.56317,-0.20438,-0.470328
TCGA.B0.5812.01,Cluster IV,0.3664,0.23444,-0.78928,-0.24739,0.084731,-0.332121,-0.55484,2.61126
TCGA.B2.3924.01,Cluster IV,-0.18282,0.34509,-0.86165,0.1805,0.10659,0.07391,-0.51656,3.15654
TCGA.B2.4099.01,Cluster IV,0.055626,0.83729,0.37442,0.13005,0.23506,-0.10501,1.21171,0.14585
TCGA.B2.4101.01,Cluster IV,0.10296,0.46776,0.016564,-0.10115,-0.22803,0.12688,0.484324,2.483791
TCGA.B2.4102.01,Cluster IV,0.16807,0.21293,0.066026,0.13352,0.064741,0.068779,0.278956,2.336766
TCGA.B2.5633.01,Cluster IV,0.11693,0.25251,0.028507,0.11954,0.47596,-0.35642,0.281017,1.264015
TCGA.B2.5635.01,Cluster IV,0.073718,0.14498,-0.18421,-0.054069,-0.2831,0.229031,-0.03923,2.5385
TCGA.B2.5636.01,Cluster IV,0.15797,0.075277,-0.28265,0.30389,1.4182,-1.11431,-0.207373,7.88071
TCGA.B2.5639.01,Cluster IV,-0.074175,1.2947,0.93831,-0.27272,0.29942,-0.57214,2.23301,0.57579
TCGA.B2.5641.01,Cluster IV,-0.20926,0.74191,0.27352,-0.25202,0.0038528,-0.2558728,1.01543,4.1671
TCGA.B4.5377.01,Cluster IV,-0.050362,-0.033989,-0.10749,0.055905,0.58328,-0.527375,-0.141479,-1.35778
TCGA.B4.5378.01,Cluster IV,0.11498,0.92224,0.15796,0.19483,1.2917,-1.09687,1.0802,3.28476
TCGA.B4.5832.01,Cluster IV,0.072648,1.3831,-0.13907,-0.21013,0.067021,-0.277151,1.24403,-1.055866
TCGA.B4.5834.01,Cluster IV,0.14483,0.60477,-0.22515,0.25617,1.3507,-1.09453,0.37962,0.67912
TCGA.B4.5836.01,Cluster IV,0.0522,0.68113,1.7975,0.29445,0.71319,-0.41874,2.47863,1.28528448
TCGA.B4.5838.01,Cluster IV,-0.019048,0.53637,1.8643,0.0042486,0.84348,-0.8392314,2.40067,2.23408
TCGA.B4.5843.01,Cluster IV,0.25932,0.27482,-0.13975,-0.35735,0.22269,-0.58004,0.13507,2.081246
TCGA.B4.5844.01,Cluster IV,0.22104,1.2941,1.3119,-0.10493,1.7638,-1.86873,2.606,2.03889
TCGA.B8.4143.01,Cluster IV,0.099685,0.12329,0.89168,-0.1311,0.41606,-0.54716,1.01497,2.70978
TCGA.B8.4146.01,Cluster IV,-0.30326,0.71046,0.46514,0.17195,0.53866,-0.36671,1.1756,0.331351
TCGA.B8.4153.01,Cluster IV,0.066379,0.30852,1.3488,-0.002248,0.3601,-0.362348,1.65732,-0.76432
TCGA.B8.4622.01,Cluster IV,-0.21737,0.63627,1.73,0.094476,0.59339,-0.498914,2.36627,2.302872
TCGA.B8.5158.01,Cluster IV,-0.13956,1.7328,2.2574,-0.093595,0.58978,-0.683375,3.9902,1.261462
TCGA.B8.5159.01,Cluster IV,0.10011,1.0054,0.57993,-0.32046,0.087906,-0.408366,1.58533,4.25272
TCGA.B8.5162.01,Cluster IV,0.032716,-0.32243,-0.32137,0.083843,-0.15008,0.233923,-0.6438,-0.182355
TCGA.B8.5163.01,Cluster IV,0.11862,-0.034085,-0.21754,0.0082578,0.69073,-0.6824722,-0.251625,3.096
TCGA.B8.5164.01,Cluster IV,-0.081247,-0.35463,0.36238,0.21183,-0.087038,0.298868,0.00775,1.0431129
TCGA.B8.5165.01,Cluster IV,0.068222,1.2957,1.0596,0.046749,0.14226,-0.095511,2.3553,1.5332143
