ID,Cluster,TNF-Signature
TCGA.A2.A259.01,Cluster IV,2673.949311
TCGA.A2.A25A.01,Cluster IV,2845.383062
TCGA.A2.A25D.01,Cluster IV,2875.371811
TCGA.A2.A25E.01,Cluster IV,2042.39784
TCGA.A2.A25F.01,Cluster IV,3834.383958
TCGA.A2.A3KC.01,Cluster IV,2548.012421
TCGA.A2.A3KD.01,Cluster IV,2268.029323
TCGA.A2.A3XW.01,Cluster IV,2809.41564
TCGA.A2.A3XY.01,Cluster IV,3073.921183
TCGA.A2.A4RW.01,Cluster IV,2312.678356
TCGA.A2.A4RX.01,Cluster IV,2755.270793
TCGA.A2.A4RY.01,Cluster IV,2788.030683
TCGA.A2.A4S1.01,Cluster IV,2701.463119
TCGA.A2.A4S2.01,Cluster IV,2849.401737
TCGA.A7.A0CG.01,Cluster IV,2794.598618
TCGA.A7.A0DB.01,Cluster IV,2399.359916
TCGA.A7.A13H.01,Cluster IV,2983.238389
TCGA.A7.A26E.01,Cluster IV,2093.516384
TCGA.A7.A26G.01,Cluster IV,2708.89504
TCGA.A7.A26H.01,Cluster IV,2479.798585
TCGA.A7.A26J.01,Cluster IV,2171.989712
TCGA.A7.A3IY.01,Cluster IV,2671.635864
TCGA.A7.A3J1.01,Cluster IV,2954.66545
TCGA.A7.A425.01,Cluster IV,2810.801104
TCGA.A7.A426.01,Cluster IV,2615.433206
TCGA.A7.A4SA.01,Cluster IV,2834.401949
TCGA.A7.A4SC.01,Cluster IV,2675.179917
TCGA.A7.A5ZW.01,Cluster IV,2439.629126
TCGA.A7.A5ZX.01,Cluster IV,2236.342576
TCGA.A7.A6VV.01,Cluster IV,2610.490948
TCGA.A8.A06P.01,Cluster IV,2298.067738
TCGA.A8.A07E.01,Cluster IV,2607.364436
TCGA.A8.A07G.01,Cluster IV,2313.10397
TCGA.A8.A07J.01,Cluster IV,2728.705957
TCGA.A8.A07U.01,Cluster IV,3386.645507
TCGA.A8.A08H.01,Cluster IV,3355.865958
TCGA.A8.A08X.01,Cluster IV,2696.571937
TCGA.A8.A08Z.01,Cluster IV,2463.658782
TCGA.A8.A096.01,Cluster IV,2921.889161
TCGA.A8.A097.01,Cluster IV,2325.473803
TCGA.A8.A09A.01,Cluster IV,2292.426716
TCGA.A8.A09D.01,Cluster IV,2623.435759
TCGA.A8.A0A1.01,Cluster IV,2990.468981
TCGA.A8.A0A2.01,Cluster IV,2015.582971
TCGA.A8.A0A4.01,Cluster IV,1978.927828
TCGA.A8.A0A6.01,Cluster IV,2995.699243
TCGA.A8.A0A7.01,Cluster IV,3201.487859
TCGA.A8.A0AD.01,Cluster IV,2153.857031
TCGA.AC.A23C.01,Cluster IV,2447.154145
TCGA.AC.A23E.01,Cluster IV,2338.513492
TCGA.AC.A23G.01,Cluster IV,2926.863109
TCGA.AC.A2B8.01,Cluster IV,2847.369269
TCGA.AC.A2FB.01,Cluster IV,3132.095989
TCGA.AC.A2FE.01,Cluster IV,3114.625661
TCGA.AC.A2FF.01,Cluster IV,2844.819456
TCGA.AC.A2FG.01,Cluster IV,2420.435259
TCGA.AC.A2FK.01,Cluster IV,2664.898766
TCGA.AC.A2FO.01,Cluster IV,2825.706658
TCGA.AC.A2QH.01,Cluster IV,1837.223702
TCGA.AC.A2QI.01,Cluster IV,2523.04863
TCGA.AC.A2QJ.01,Cluster IV,2856.750663
TCGA.AC.A3BB.01,Cluster IV,3218.522099
TCGA.AC.A3HN.01,Cluster IV,2863.338655
TCGA.AC.A3OD.01,Cluster IV,2841.704681
TCGA.AC.A3QP.01,Cluster IV,2606.988977
TCGA.AC.A3W5.01,Cluster IV,2973.286443
TCGA.AC.A3W6.01,Cluster IV,2930.360301
TCGA.AC.A3W7.01,Cluster IV,2447.665825
TCGA.AC.A3YI.01,Cluster IV,2932.335784
TCGA.AC.A4ZE.01,Cluster IV,2028.622212
TCGA.AC.A5EH.01,Cluster IV,2547.418191
TCGA.AC.A5XS.01,Cluster IV,2903.395742
TCGA.AC.A62Y.01,Cluster IV,2892.550437
TCGA.AC.A6IV.01,Cluster IV,3143.076004
TCGA.AC.A6IX.01,Cluster IV,2649.344274
TCGA.AC.A6IX.06,Cluster IV,2889.033612
TCGA.AC.A7VC.01,Cluster IV,2238.673741
TCGA.AC.A8OP.01,Cluster IV,2385.141341
TCGA.AC.A8OQ.01,Cluster IV,2974.463749
TCGA.AC.A8OS.01,Cluster IV,2703.315199
TCGA.AN.A03X.01,Cluster IV,2306.338957
TCGA.AN.A041.01,Cluster IV,2088.03971
TCGA.AN.A049.01,Cluster IV,2367.143442
TCGA.AN.A04A.01,Cluster IV,2105.428916
TCGA.AN.A0AL.01,Cluster IV,2873.698262
TCGA.AN.A0AS.01,Cluster IV,2469.305884
TCGA.AN.A0FD.01,Cluster IV,2249.430174
TCGA.AN.A0FN.01,Cluster IV,3226.910188
TCGA.AN.A0FS.01,Cluster IV,2199.6829
TCGA.AN.A0FT.01,Cluster IV,2261.841988
TCGA.AN.A0FX.01,Cluster IV,2011.036518
TCGA.AN.A0XL.01,Cluster IV,2445.882535
TCGA.AN.A0XN.01,Cluster IV,2791.980891
TCGA.AN.A0XS.01,Cluster IV,2631.480998
TCGA.AN.A0XV.01,Cluster IV,2374.679213
TCGA.AN.A0XW.01,Cluster IV,2671.521079
TCGA.AO.A03U.01,Cluster IV,3161.404949
TCGA.AO.A0J5.01,Cluster IV,2223.723895
TCGA.AO.A0J9.01,Cluster IV,3029.078521
TCGA.AO.A0JA.01,Cluster IV,2464.124074
TCGA.AO.A0JC.01,Cluster IV,3831.729464
TCGA.AO.A0JE.01,Cluster IV,3050.007053
TCGA.AO.A0JF.01,Cluster IV,2753.709579
TCGA.AO.A0JG.01,Cluster IV,2395.170487
TCGA.AO.A0JJ.01,Cluster IV,2895.299069
TCGA.AO.A0JL.01,Cluster IV,2053.246095
TCGA.AO.A126.01,Cluster IV,2133.160774
TCGA.AO.A12A.01,Cluster IV,2625.642422
TCGA.AO.A12C.01,Cluster IV,1998.039977
TCGA.AO.A12D.01,Cluster IV,2779.474627
TCGA.AO.A12E.01,Cluster IV,2647.029105
TCGA.AO.A12F.01,Cluster IV,2115.617824
TCGA.AO.A12G.01,Cluster IV,2133.833537
TCGA.AO.A1KO.01,Cluster IV,2334.695579
TCGA.AO.A1KS.01,Cluster IV,2057.100091
TCGA.AQ.A04J.01,Cluster IV,2777.996418
TCGA.AQ.A04L.01,Cluster IV,2232.804713
TCGA.AQ.A0Y5.01,Cluster IV,2053.925872
TCGA.AQ.A1H3.01,Cluster IV,2645.219016
TCGA.AQ.A7U7.01,Cluster IV,3377.156913
TCGA.AR.A0TS.01,Cluster IV,2950.071132
TCGA.AR.A0TX.01,Cluster IV,2997.268971
TCGA.AR.A1AJ.01,Cluster IV,3705.600644
TCGA.AR.A1AK.01,Cluster IV,2999.776626
TCGA.AR.A1AL.01,Cluster IV,2603.498142
TCGA.AR.A1AM.01,Cluster IV,2550.664708
TCGA.AR.A1AN.01,Cluster IV,2614.358263
TCGA.AR.A1AO.01,Cluster IV,3470.70511
TCGA.AR.A1AP.01,Cluster IV,2626.036733
TCGA.AR.A1AR.01,Cluster IV,3088.119069
TCGA.AR.A1AT.01,Cluster IV,2984.735687
TCGA.AR.A1AU.01,Cluster IV,2501.620568
TCGA.AR.A1AW.01,Cluster IV,3391.628547
TCGA.AR.A1AX.01,Cluster IV,3000.129902
TCGA.AR.A24L.01,Cluster IV,1917.232358
TCGA.AR.A24M.01,Cluster IV,2173.616848
TCGA.AR.A24N.01,Cluster IV,2212.080028
TCGA.AR.A24O.01,Cluster IV,2809.800942
TCGA.AR.A24P.01,Cluster IV,2211.958216
TCGA.AR.A24Q.01,Cluster IV,2362.40556
TCGA.AR.A24S.01,Cluster IV,2853.998629
TCGA.AR.A24T.01,Cluster IV,2251.905446
TCGA.AR.A24U.01,Cluster IV,3142.645007
TCGA.AR.A24V.01,Cluster IV,2298.909725
TCGA.AR.A24W.01,Cluster IV,2478.932572
TCGA.AR.A24X.01,Cluster IV,2237.111008
TCGA.AR.A250.01,Cluster IV,2363.111002
TCGA.AR.A252.01,Cluster IV,3201.074825
TCGA.AR.A254.01,Cluster IV,2867.023921
TCGA.AR.A255.01,Cluster IV,2602.019727
TCGA.AR.A2LE.01,Cluster IV,2179.17025
TCGA.AR.A2LH.01,Cluster IV,3260.820839
TCGA.AR.A2LJ.01,Cluster IV,3033.718584
TCGA.AR.A2LM.01,Cluster IV,2366.223772
TCGA.AR.A2LN.01,Cluster IV,2952.129869
TCGA.AR.A2LO.01,Cluster IV,2904.11794
TCGA.AR.A2LQ.01,Cluster IV,2763.312048
TCGA.AR.A5QM.01,Cluster IV,2788.471154
TCGA.AR.A5QN.01,Cluster IV,2794.00632
TCGA.AR.A5QP.01,Cluster IV,2420.363479
TCGA.B6.A0IH.01,Cluster IV,2644.513732
TCGA.B6.A0IN.01,Cluster IV,2627.119162
TCGA.B6.A0RP.01,Cluster IV,2494.663974
TCGA.B6.A0RQ.01,Cluster IV,2214.321221
TCGA.B6.A0RS.01,Cluster IV,2764.87856
TCGA.B6.A0RT.01,Cluster IV,3479.502316
TCGA.B6.A0RU.01,Cluster IV,2064.874286
TCGA.B6.A0WS.01,Cluster IV,2741.57443
TCGA.B6.A0WX.01,Cluster IV,2489.693879
TCGA.B6.A0WY.01,Cluster IV,2495.113395
TCGA.B6.A0X7.01,Cluster IV,2086.082561
TCGA.B6.A1KI.01,Cluster IV,2139.223088
TCGA.BH.A0AU.01,Cluster IV,2239.130103
TCGA.BH.A0AV.01,Cluster IV,2491.893421
TCGA.BH.A0AW.01,Cluster IV,3018.500649
TCGA.BH.A0AY.01,Cluster IV,2735.959324
TCGA.BH.A0AZ.01,Cluster IV,2553.594002
TCGA.BH.A0B0.01,Cluster IV,2899.806722
TCGA.BH.A0B1.01,Cluster IV,2106.486973
TCGA.BH.A0B4.01,Cluster IV,2360.48935
TCGA.BH.A0B5.01,Cluster IV,2555.282715
TCGA.BH.A0B6.01,Cluster IV,3212.790415
TCGA.BH.A0B7.01,Cluster IV,3093.804193
TCGA.BH.A0BA.01,Cluster IV,2416.969564
TCGA.BH.A0BC.01,Cluster IV,2809.080645
TCGA.BH.A0BD.01,Cluster IV,2948.258962
TCGA.BH.A0BF.01,Cluster IV,3254.265988
TCGA.BH.A0BJ.01,Cluster IV,2473.651051
TCGA.BH.A0BL.01,Cluster IV,3015.153715
TCGA.BH.A0BM.01,Cluster IV,2514.664899
TCGA.BH.A0BO.01,Cluster IV,3254.283747
TCGA.BH.A0BP.01,Cluster IV,2631.319944
TCGA.BH.A0BQ.01,Cluster IV,2994.675818
TCGA.BH.A0BR.01,Cluster IV,2715.484915
TCGA.BH.A0BV.01,Cluster IV,2458.20127
TCGA.BH.A0BZ.01,Cluster IV,2840.237984
TCGA.BH.A0C1.01,Cluster IV,2586.766988
TCGA.BH.A0C3.01,Cluster IV,2905.074349
TCGA.BH.A0DE.01,Cluster IV,2906.690224
TCGA.BH.A0DG.01,Cluster IV,2625.142451
TCGA.BH.A0DI.01,Cluster IV,2702.703013
TCGA.BH.A0DK.01,Cluster IV,3113.628716
TCGA.BH.A0DO.01,Cluster IV,2458.826222
TCGA.BH.A0DP.01,Cluster IV,2815.900755
TCGA.BH.A0DQ.01,Cluster IV,2566.165002
TCGA.BH.A0DS.01,Cluster IV,2669.586939
TCGA.BH.A0DT.01,Cluster IV,2708.902731
TCGA.BH.A0DV.01,Cluster IV,2816.628693
TCGA.BH.A0DX.01,Cluster IV,2860.93328
TCGA.BH.A0E1.01,Cluster IV,2115.351673
TCGA.BH.A0E2.01,Cluster IV,2228.350649
TCGA.BH.A0E7.01,Cluster IV,1600.266233
TCGA.BH.A0E9.01,Cluster IV,2495.756683
TCGA.BH.A0EA.01,Cluster IV,2747.191902
TCGA.BH.A0EB.01,Cluster IV,2627.522081
TCGA.BH.A0EI.01,Cluster IV,1844.160309
TCGA.BH.A0GY.01,Cluster IV,2466.527281
TCGA.BH.A0GZ.01,Cluster IV,2106.3441
TCGA.BH.A0H3.01,Cluster IV,2536.295958
TCGA.BH.A0H5.01,Cluster IV,3532.976594
TCGA.BH.A0H6.01,Cluster IV,2047.037455
TCGA.BH.A0H7.01,Cluster IV,2027.313147
TCGA.BH.A0HA.01,Cluster IV,2599.608031
TCGA.BH.A0HF.01,Cluster IV,2717.927527
TCGA.BH.A0HI.01,Cluster IV,2402.391629
TCGA.BH.A0HK.01,Cluster IV,2419.279729
TCGA.BH.A0HO.01,Cluster IV,2376.182022
TCGA.BH.A0HP.01,Cluster IV,2532.668895
TCGA.BH.A0HQ.01,Cluster IV,2248.878163
TCGA.BH.A0HX.01,Cluster IV,2164.728585
TCGA.BH.A0RX.01,Cluster IV,3349.198242
TCGA.BH.A0W4.01,Cluster IV,2202.044081
TCGA.BH.A0W5.01,Cluster IV,3037.317912
TCGA.BH.A0W7.01,Cluster IV,2887.942786
TCGA.BH.A18F.01,Cluster IV,2786.462816
TCGA.BH.A18H.01,Cluster IV,2856.102705
TCGA.BH.A18I.01,Cluster IV,2756.84424
TCGA.BH.A18J.01,Cluster IV,2121.109986
TCGA.BH.A18K.01,Cluster IV,2145.419169
TCGA.BH.A18M.01,Cluster IV,2571.772732
TCGA.BH.A18Q.01,Cluster IV,2507.766534
TCGA.BH.A1EO.01,Cluster IV,2694.137759
TCGA.BH.A1ES.06,Cluster IV,2488.69113
TCGA.BH.A1ET.01,Cluster IV,2270.31613
TCGA.BH.A1EU.01,Cluster IV,2990.551533
TCGA.BH.A1EV.01,Cluster IV,1835.250881
TCGA.BH.A1EW.01,Cluster IV,2720.178766
TCGA.BH.A1EX.01,Cluster IV,2623.602818
TCGA.BH.A1EY.01,Cluster IV,2592.081387
TCGA.BH.A1F0.01,Cluster IV,3476.150124
TCGA.BH.A1F2.01,Cluster IV,2489.806417
TCGA.BH.A1FB.01,Cluster IV,2966.204257
TCGA.BH.A1FE.01,Cluster IV,2736.051077
TCGA.BH.A1FE.06,Cluster IV,2439.301048
TCGA.BH.A1FH.01,Cluster IV,2430.351582
TCGA.BH.A1FU.01,Cluster IV,2598.955297
TCGA.BH.A201.01,Cluster IV,2439.594604
TCGA.BH.A203.01,Cluster IV,2552.196137
TCGA.BH.A208.01,Cluster IV,2314.154353
TCGA.BH.A28O.01,Cluster IV,2661.272786
TCGA.BH.A28Q.01,Cluster IV,2238.172102
TCGA.BH.A2L8.01,Cluster IV,2899.22434
TCGA.BH.A42U.01,Cluster IV,3023.314747
TCGA.BH.A42V.01,Cluster IV,2695.523282
TCGA.BH.A5J0.01,Cluster IV,2862.122239
TCGA.BH.A6R9.01,Cluster IV,3206.330803
TCGA.BH.A8FZ.01,Cluster IV,3264.550378
TCGA.BH.A8G0.01,Cluster IV,2895.954764
TCGA.BH.AB28.01,Cluster IV,2584.580667
TCGA.C8.A12N.01,Cluster IV,2339.845671
TCGA.C8.A12O.01,Cluster IV,2329.494743
TCGA.C8.A12Q.01,Cluster IV,2525.096123
TCGA.C8.A12V.01,Cluster IV,3551.2386
TCGA.C8.A131.01,Cluster IV,2490.585265
TCGA.C8.A132.01,Cluster IV,2720.270433
TCGA.C8.A135.01,Cluster IV,2375.8986
TCGA.C8.A138.01,Cluster IV,2720.732439
TCGA.C8.A1HL.01,Cluster IV,2107.784154
TCGA.C8.A26W.01,Cluster IV,2448.098261
TCGA.C8.A26X.01,Cluster IV,3187.625363
TCGA.C8.A3M7.01,Cluster IV,2468.810251
TCGA.C8.A3M8.01,Cluster IV,1988.514177
TCGA.C8.A8HQ.01,Cluster IV,2507.558103
TCGA.C8.A8HR.01,Cluster IV,2870.779173
TCGA.D8.A141.01,Cluster IV,3179.561217
TCGA.D8.A142.01,Cluster IV,2277.520243
TCGA.D8.A145.01,Cluster IV,2436.148485
TCGA.D8.A146.01,Cluster IV,2492.570217
TCGA.D8.A1J9.01,Cluster IV,2159.284958
TCGA.D8.A1JB.01,Cluster IV,2805.944581
TCGA.D8.A1JE.01,Cluster IV,2205.162897
TCGA.D8.A1JH.01,Cluster IV,2618.300214
TCGA.D8.A1JL.01,Cluster IV,2880.447825
TCGA.D8.A1JM.01,Cluster IV,2065.663191
TCGA.D8.A1JP.01,Cluster IV,2256.723572
TCGA.D8.A1JU.01,Cluster IV,2682.529369
TCGA.D8.A1X7.01,Cluster IV,2070.66892
TCGA.D8.A1X8.01,Cluster IV,2348.180703
TCGA.D8.A1XB.01,Cluster IV,2063.297176
TCGA.D8.A1XM.01,Cluster IV,2626.524668
TCGA.D8.A1XO.01,Cluster IV,2391.866554
TCGA.D8.A1XT.01,Cluster IV,2613.022258
TCGA.D8.A1XU.01,Cluster IV,2101.867875
TCGA.D8.A1XW.01,Cluster IV,2589.179532
TCGA.D8.A1XY.01,Cluster IV,2120.156327
TCGA.D8.A1Y0.01,Cluster IV,2616.796675
TCGA.D8.A1Y1.01,Cluster IV,2176.244073
TCGA.D8.A1Y2.01,Cluster IV,2991.371615
TCGA.D8.A27G.01,Cluster IV,2385.950186
TCGA.D8.A27H.01,Cluster IV,2164.75816
TCGA.D8.A27I.01,Cluster IV,2897.995827
TCGA.D8.A27K.01,Cluster IV,2482.602782
TCGA.D8.A27L.01,Cluster IV,2643.07694
TCGA.D8.A27M.01,Cluster IV,3255.154461
TCGA.D8.A27N.01,Cluster IV,2577.043397
TCGA.D8.A27P.01,Cluster IV,2088.47609
TCGA.D8.A27T.01,Cluster IV,2741.053512
TCGA.D8.A27V.01,Cluster IV,2109.266087
TCGA.D8.A3Z5.01,Cluster IV,2532.358428
TCGA.D8.A3Z6.01,Cluster IV,2150.27211
TCGA.D8.A4Z1.01,Cluster IV,2436.889217
TCGA.D8.A73U.01,Cluster IV,3478.199723
TCGA.D8.A73W.01,Cluster IV,2805.80121
TCGA.D8.A73X.01,Cluster IV,2138.122582
TCGA.E2.A108.01,Cluster IV,3768.347993
TCGA.E2.A10E.01,Cluster IV,2442.411277
TCGA.E2.A10F.01,Cluster IV,2760.198345
TCGA.E2.A14U.01,Cluster IV,2240.379552
TCGA.E2.A14X.01,Cluster IV,2512.52041
TCGA.E2.A14Z.01,Cluster IV,2973.200126
TCGA.E2.A152.01,Cluster IV,2209.935749
TCGA.E2.A153.01,Cluster IV,2520.444432
TCGA.E2.A15C.01,Cluster IV,2304.307787
TCGA.E2.A15D.01,Cluster IV,2368.512194
TCGA.E2.A15E.01,Cluster IV,2126.353111
TCGA.E2.A15I.01,Cluster IV,2392.552514
TCGA.E2.A15L.01,Cluster IV,2109.763368
TCGA.E2.A15M.01,Cluster IV,2997.846379
TCGA.E2.A15P.01,Cluster IV,2165.198595
TCGA.E2.A1AZ.01,Cluster IV,2652.40738
TCGA.E2.A1B0.01,Cluster IV,2565.786338
TCGA.E2.A1B1.01,Cluster IV,2906.835127
TCGA.E2.A1B5.01,Cluster IV,3326.574249
TCGA.E2.A1BC.01,Cluster IV,2207.823347
TCGA.E2.A1IF.01,Cluster IV,2627.779684
TCGA.E2.A1IG.01,Cluster IV,2166.646668
TCGA.E2.A1IH.01,Cluster IV,3052.027319
TCGA.E2.A1IJ.01,Cluster IV,2868.124607
TCGA.E2.A1IL.01,Cluster IV,2286.083696
TCGA.E2.A1IN.01,Cluster IV,1968.19544
TCGA.E2.A1IO.01,Cluster IV,2442.168529
TCGA.E2.A1IU.01,Cluster IV,2259.723027
TCGA.E2.A1L6.01,Cluster IV,2425.165404
TCGA.E2.A1L8.01,Cluster IV,2375.751632
TCGA.E2.A1L9.01,Cluster IV,2659.938035
TCGA.E2.A1LE.01,Cluster IV,2674.843088
TCGA.E2.A1LS.01,Cluster IV,2050.442267
TCGA.E2.A3DX.01,Cluster IV,3029.590338
TCGA.E2.A570.01,Cluster IV,2176.431584
TCGA.E9.A1N4.01,Cluster IV,2882.699563
TCGA.E9.A1N5.01,Cluster IV,2571.500573
TCGA.E9.A1N6.01,Cluster IV,2349.459045
TCGA.E9.A1ND.01,Cluster IV,3337.720554
TCGA.E9.A1NE.01,Cluster IV,3039.754698
TCGA.E9.A1NF.01,Cluster IV,2500.14399
TCGA.E9.A1NG.01,Cluster IV,2785.710222
TCGA.E9.A1NH.01,Cluster IV,2324.357176
TCGA.E9.A1NI.01,Cluster IV,2166.338981
TCGA.E9.A1QZ.01,Cluster IV,3012.067537
TCGA.E9.A1R0.01,Cluster IV,2475.957213
TCGA.E9.A1R3.01,Cluster IV,2773.786374
TCGA.E9.A1RD.01,Cluster IV,2029.689324
TCGA.E9.A1RI.01,Cluster IV,2058.472723
TCGA.E9.A226.01,Cluster IV,2119.230468
TCGA.E9.A227.01,Cluster IV,2558.254021
TCGA.E9.A229.01,Cluster IV,2440.924026
TCGA.E9.A22A.01,Cluster IV,2679.875468
TCGA.E9.A22B.01,Cluster IV,2465.458279
TCGA.E9.A22E.01,Cluster IV,2572.341121
TCGA.E9.A243.01,Cluster IV,3038.473688
TCGA.E9.A24A.01,Cluster IV,2417.792262
TCGA.E9.A295.01,Cluster IV,2224.825011
TCGA.E9.A2JT.01,Cluster IV,3628.757564
TCGA.E9.A3Q9.01,Cluster IV,2632.12996
TCGA.E9.A5FK.01,Cluster IV,3371.222567
TCGA.EW.A1IW.01,Cluster IV,2503.35298
TCGA.EW.A1IX.01,Cluster IV,2503.41746
TCGA.EW.A1IY.01,Cluster IV,2762.403034
TCGA.EW.A1J2.01,Cluster IV,2708.149826
TCGA.EW.A1J3.01,Cluster IV,2273.647191
TCGA.EW.A1J5.01,Cluster IV,2763.378297
TCGA.EW.A1OV.01,Cluster IV,3176.103585
TCGA.EW.A1P1.01,Cluster IV,3277.998025
TCGA.EW.A1P3.01,Cluster IV,2432.23706
TCGA.EW.A1P7.01,Cluster IV,3574.576394
TCGA.EW.A1PA.01,Cluster IV,2291.130337
TCGA.EW.A1PD.01,Cluster IV,2293.173026
TCGA.EW.A1PE.01,Cluster IV,2977.773112
TCGA.EW.A1PF.01,Cluster IV,2496.196692
TCGA.EW.A1PG.01,Cluster IV,2559.954658
TCGA.EW.A2FR.01,Cluster IV,2392.286785
TCGA.EW.A2FV.01,Cluster IV,2702.345157
TCGA.EW.A3E8.01,Cluster IV,2989.202504
TCGA.EW.A3U0.01,Cluster IV,3333.184527
TCGA.EW.A6SC.01,Cluster IV,2639.105024
TCGA.GI.A2C8.01,Cluster IV,2571.121537
TCGA.GM.A2D9.01,Cluster IV,2397.281687
TCGA.GM.A2DA.01,Cluster IV,2884.692982
TCGA.GM.A2DD.01,Cluster IV,3353.452468
TCGA.GM.A2DI.01,Cluster IV,3303.076986
TCGA.GM.A2DK.01,Cluster IV,2688.890755
TCGA.GM.A2DL.01,Cluster IV,2705.978814
TCGA.GM.A2DN.01,Cluster IV,3063.338611
TCGA.GM.A3XG.01,Cluster IV,2143.185306
TCGA.GM.A3XN.01,Cluster IV,2947.611094
TCGA.GM.A4E0.01,Cluster IV,3237.091414
TCGA.GM.A5PX.01,Cluster IV,2496.383615
TCGA.HN.A2OB.01,Cluster IV,2490.524954
TCGA.JL.A3YW.01,Cluster IV,3235.105027
TCGA.LD.A74U.01,Cluster IV,2665.908121
TCGA.LD.A7W5.01,Cluster IV,3081.176033
TCGA.LD.A7W6.01,Cluster IV,2468.541418
TCGA.LD.A9QF.01,Cluster IV,3640.06023
TCGA.LL.A440.01,Cluster IV,3151.896417
TCGA.LL.A441.01,Cluster IV,3127.459326
TCGA.LL.A5YP.01,Cluster IV,2647.727037
TCGA.LL.A73Y.01,Cluster IV,2671.097808
TCGA.LL.A73Z.01,Cluster IV,2918.575162
TCGA.LL.A740.01,Cluster IV,2457.222914
TCGA.MS.A51U.01,Cluster IV,2598.676318
TCGA.OK.A5Q2.01,Cluster IV,2863.734262
TCGA.OL.A5D6.01,Cluster IV,2390.338029
TCGA.OL.A5RU.01,Cluster IV,2935.886168
TCGA.OL.A5RV.01,Cluster IV,2269.018299
TCGA.OL.A5RX.01,Cluster IV,2606.356003
TCGA.OL.A5RY.01,Cluster IV,3387.396676
TCGA.OL.A66I.01,Cluster IV,3251.793409
TCGA.OL.A66J.01,Cluster IV,2589.4528
TCGA.OL.A66K.01,Cluster IV,2080.800749
TCGA.OL.A66L.01,Cluster IV,2898.425769
TCGA.OL.A66N.01,Cluster IV,2417.296583
TCGA.OL.A6VQ.01,Cluster IV,2827.46355
TCGA.OL.A97C.01,Cluster IV,2122.534856
TCGA.PE.A5DD.01,Cluster IV,2484.984398
TCGA.PE.A5DE.01,Cluster IV,3281.609916
TCGA.PL.A8LY.01,Cluster IV,2253.044628
TCGA.PL.A8LZ.01,Cluster IV,3352.663491
TCGA.S3.AA0Z.01,Cluster IV,2385.078207
TCGA.S3.AA14.01,Cluster IV,2036.055462
TCGA.S3.AA15.01,Cluster IV,3306.88298
TCGA.XX.A899.01,Cluster IV,3198.805778
TCGA.XX.A89A.01,Cluster IV,3119.876943
TCGA.Z7.A8R5.01,Cluster IV,2965.695836
TCGA.C5.A8YT.01,Cluster IV,1727.285011
TCGA.DS.A7WF.01,Cluster IV,2333.581519
TCGA.FU.A57G.01,Cluster IV,2239.663699
TCGA.MU.A5YI.01,Cluster IV,2596.575169
TCGA.VS.A9UT.01,Cluster IV,3012.952716
TCGA.ZX.AA5X.01,Cluster IV,2847.708725
TCGA.A6.2675.01,Cluster IV,2775.330853
TCGA.A6.2685.01,Cluster IV,2903.639848
TCGA.A6.5664.01,Cluster IV,2864.09298
TCGA.A6.6142.01,Cluster IV,2727.425177
TCGA.A6.6649.01,Cluster IV,2586.016351
TCGA.A6.6651.01,Cluster IV,2972.687308
TCGA.A6.6654.01,Cluster IV,3284.965858
TCGA.A6.6781.01,Cluster IV,2837.265283
TCGA.A6.6782.01,Cluster IV,2744.853154
TCGA.A6.A565.01,Cluster IV,2906.965352
TCGA.A6.A566.01,Cluster IV,3011.304926
TCGA.AA.3489.01,Cluster IV,3213.429901
TCGA.AA.A01P.01,Cluster IV,3147.073016
TCGA.AD.6901.01,Cluster IV,2861.611723
TCGA.AY.6196.01,Cluster IV,3698.255862
TCGA.AZ.4323.01,Cluster IV,2660.969244
TCGA.AZ.6605.01,Cluster IV,2903.026651
TCGA.CA.6717.01,Cluster IV,2741.048056
TCGA.CA.6719.01,Cluster IV,2574.09782
TCGA.CK.6748.01,Cluster IV,2633.188587
TCGA.CM.5348.01,Cluster IV,2783.972228
TCGA.CM.6162.01,Cluster IV,3158.85493
TCGA.CM.6167.01,Cluster IV,2774.463258
TCGA.CM.6168.01,Cluster IV,2949.733093
TCGA.CM.6169.01,Cluster IV,3109.350262
TCGA.D5.6534.01,Cluster IV,3442.198761
TCGA.D5.6928.01,Cluster IV,3539.634565
TCGA.F4.6459.01,Cluster IV,2505.672885
TCGA.F4.6461.01,Cluster IV,2590.33203
TCGA.F4.6569.01,Cluster IV,2902.436291
TCGA.F4.6570.01,Cluster IV,3137.28038
TCGA.F4.6703.01,Cluster IV,3624.103923
TCGA.F4.6704.01,Cluster IV,2361.551752
TCGA.F4.6805.01,Cluster IV,2834.596417
TCGA.F4.6807.01,Cluster IV,2948.372709
TCGA.F4.6809.01,Cluster IV,2837.167963
TCGA.G4.6297.01,Cluster IV,2624.406261
TCGA.G4.6302.01,Cluster IV,2812.733552
TCGA.G4.6627.01,Cluster IV,3000.48145
TCGA.WS.AB45.01,Cluster IV,3219.132501
TCGA.A6.3808.01,Cluster IV,511.341167
TCGA.AA.3684.01,Cluster IV,656.906433
TCGA.AA.3872.01,Cluster IV,455.6152987
TCGA.AA.3966.01,Cluster IV,991.2673447
TCGA.AA.A00N.01,Cluster IV,430.5377224
TCGA.AA.A01D.01,Cluster IV,362.9415442
TCGA.L5.A88T.01,Cluster IV,2435.405631
TCGA.2H.A9GF.01,Cluster IV,1102.983299
