ID,Cluster,IFNG
TCGA.2Z.A9JN.01,Cluster I,4.873536005
TCGA.AK.3453.01,Cluster I,5.045848169
TCGA.B9.5156.01,Cluster IV,4.788609856
TCGA.YL.A8SQ.01,Cluster II,6.756028153
TCGA.EY.A1GM.01,Cluster II,NA
TCGA.26.5132.01,Cluster II,5.416399146
TCGA.WB.A816.01,Cluster I,5.646057803
TCGA.24.2019.01,Cluster II,8.178869546
TCGA.EE.A2MC.06,Cluster IV,11.25217167
TCGA.85.7710.01,Cluster III,10.3599422
TCGA.IM.A3U3.01,Cluster IV,6.866462718
TCGA.ER.A19T.06,Cluster IV,7.401781169
TCGA.BC.A10U.01,Cluster I,4.238176413
TCGA.TT.A6YO.01,Cluster I,4.4036675
TCGA.29.1695.01,Cluster IV,5.760827371
TCGA.BR.7851.01,Cluster II,8.590276063
TCGA.GN.A267.06,Cluster II,8.470045364
TCGA.HU.A4G2.01,Cluster III,9.693257493
TCGA.CV.A6K2.01,Cluster III,9.014123128
TCGA.D8.A1J9.01,Cluster IV,7.696785116
TCGA.A7.A13G.01,Cluster II,2.33153474
TCGA.KC.A7FA.01,Cluster II,7.033844245
TCGA.QR.A70M.01,Cluster I,2.435572013
TCGA.CS.6186.01,Cluster I,3.960695897
TCGA.33.4583.01,Cluster III,9.177887131
TCGA.CN.A642.01,Cluster III,11.29840859
TCGA.22.5477.01,Cluster III,8.526459135
TCGA.ET.A2MZ.01,Cluster IV,3.43058874
TCGA.HT.7881.01,Cluster I,1.127341811
TCGA.VQ.A8P5.01,Cluster II,8.113466689
TCGA.BQ.5889.01,Cluster IV,8.693733891
TCGA.B5.A11X.01,Cluster II,8.845917973
TCGA.A2.A0CV.01,Cluster IV,8.190846107
TCGA.44.6779.01,Cluster IV,10.97103295
TCGA.14.1034.01,Cluster IV,1.853991269
TCGA.DD.AAVZ.01,Cluster I,5.1931583
TCGA.OD.A75X.06,Cluster III,8.221941665
TCGA.G9.6370.01,Cluster IV,6.179419375
TCGA.44.6147.01,Cluster IV,7.350636725
TCGA.DB.A4XB.01,Cluster I,1.683821146
TCGA.WB.A81R.01,Cluster I,2.105556752
TCGA.J8.A3O0.01,Cluster IV,4.202678972
TCGA.A5.A0GP.01,Cluster II,5.682707258
TCGA.EM.A4FU.01,Cluster IV,5.813135036
TCGA.49.6744.01,Cluster IV,9.123762826
TCGA.BQ.7044.01,Cluster I,6.897368383
TCGA.FJ.A3Z7.01,Cluster IV,5.517221342
TCGA.DI.A1BY.01,Cluster II,7.533867235
TCGA.WB.A81H.01,Cluster IV,2.517990968
TCGA.EK.A2RB.01,Cluster III,7.89423839
TCGA.AC.A8OP.01,Cluster IV,6.734477664
TCGA.AN.A0XP.01,Cluster II,2.975035379
TCGA.EI.6512.01,Cluster II,7.744035235
TCGA.80.5608.01,Cluster II,8.417317642
TCGA.QH.A65Z.01,Cluster I,0.255593899
TCGA.05.5715.01,Cluster II,6.694225346
TCGA.B0.4710.01,Cluster IV,8.056004229
TCGA.HT.7677.01,Cluster I,1.265546927
TCGA.VQ.A91D.01,Cluster III,8.897826669
TCGA.24.1558.01,Cluster II,NA
TCGA.P4.AAVM.01,Cluster I,1.884025848
TCGA.DK.A6B1.01,Cluster II,2.112885841
TCGA.G3.A5SM.01,Cluster II,7.808256071
TCGA.EJ.7125.01,Cluster I,6.652871282
TCGA.AA.3952.01,Cluster II,6.615370164
TCGA.QA.A7B7.01,Cluster I,5.949792686
TCGA.DD.A4NG.01,Cluster I,7.124450879
TCGA.OL.A5RX.01,Cluster IV,6.290058916
TCGA.AJ.A2QO.01,Cluster II,7.693889403
TCGA.DH.A66F.01,Cluster I,1.778757006
TCGA.CR.7377.01,Cluster III,10.02605863
TCGA.CS.4938.01,Cluster I,0.99348332
TCGA.73.7498.01,Cluster IV,7.152047377
TCGA.VR.AA4D.01,Cluster II,NA
TCGA.EE.A2M6.06,Cluster II,7.574993712
TCGA.55.7283.01,Cluster IV,8.833931485
TCGA.R6.A6DN.01,Cluster III,8.062747067
TCGA.A5.A0GI.01,Cluster II,6.726664677
TCGA.DB.A64O.01,Cluster I,0.717662864
TCGA.UZ.A9PR.01,Cluster I,1.743455595
TCGA.DD.A1EG.01,Cluster II,9.227945824
TCGA.AX.A060.01,Cluster II,NA
TCGA.BP.4169.01,Cluster IV,9.640004491
TCGA.HT.7884.01,Cluster I,0.228653272
TCGA.BQ.7050.01,Cluster I,5.112670293
TCGA.QR.A702.01,Cluster I,1.515324613
TCGA.49.4486.01,Cluster I,5.890681553
TCGA.CH.5746.01,Cluster I,4.971353501
TCGA.EJ.A7NH.01,Cluster I,6.030555592
TCGA.BR.6563.01,Cluster IV,8.063069709
TCGA.19.2620.01,Cluster II,0.756667522
TCGA.BJ.A0ZE.01,Cluster I,2.128132178
TCGA.EV.5901.01,Cluster IV,2.593371458
TCGA.DB.5278.01,Cluster I,0.645429592
TCGA.FE.A3PC.01,Cluster IV,6.981936849
TCGA.QS.A5YQ.01,Cluster II,8.846510109
TCGA.BH.A18R.01,Cluster II,6.419727781
TCGA.J2.A4AG.01,Cluster IV,8.478544578
TCGA.B0.5119.01,Cluster IV,8.621002235
TCGA.EL.A3CU.01,Cluster IV,9.345923781
TCGA.BQ.7051.01,Cluster I,2.019852911
TCGA.VP.A87J.01,Cluster I,5.026910967
TCGA.AX.A3G7.01,Cluster II,3.199062054
TCGA.XX.A89A.01,Cluster IV,6.799762005
TCGA.73.A9RS.01,Cluster II,8.516666686
TCGA.49.4505.01,Cluster IV,10.12435715
TCGA.50.5935.01,Cluster IV,8.873055068
TCGA.AG.A002.01,Cluster II,NA
TCGA.A7.A4SC.01,Cluster IV,6.59493364
TCGA.A2.A04P.01,Cluster II,8.996231866
TCGA.BQ.7048.01,Cluster IV,6.351551459
TCGA.FG.A711.01,Cluster I,2.569154408
TCGA.P3.A6T6.01,Cluster II,5.876574496
TCGA.G3.AAV1.01,Cluster I,2.528166722
TCGA.CR.5243.01,Cluster III,8.835789999
TCGA.AP.A1DR.01,Cluster II,7.292222335
TCGA.DY.A1DG.01,Cluster II,6.67204342
TCGA.JW.A5VG.01,Cluster III,10.32814029
TCGA.05.4418.01,Cluster II,9.912573323
TCGA.05.4432.01,Cluster IV,9.492830845
TCGA.G3.A3CG.01,Cluster I,6.303876513
TCGA.B3.4103.01,Cluster I,5.431100005
TCGA.HP.A5MZ.01,Cluster IV,8.143254913
TCGA.E7.A97Q.01,Cluster II,7.4599282
TCGA.AC.A2FG.01,Cluster IV,5.058160055
TCGA.D8.A27L.01,Cluster IV,6.614551152
TCGA.XF.AAN3.01,Cluster III,6.584912385
TCGA.HC.7213.01,Cluster II,5.751148635
TCGA.09.2056.01,Cluster II,3.159443986
TCGA.22.A5C4.01,Cluster III,8.659552157
TCGA.BP.5169.01,Cluster IV,8.791693084
TCGA.A4.8518.01,Cluster I,2.650518159
TCGA.JW.A852.01,Cluster II,7.941273419
TCGA.P5.A5F6.01,Cluster I,1.410679415
TCGA.QR.A706.01,Cluster IV,4.671095489
TCGA.AA.3662.01,Cluster II,7.287608022
TCGA.D1.A163.01,Cluster III,8.292158417
TCGA.A7.A0CJ.01,Cluster II,7.240397038
TCGA.33.AASJ.01,Cluster III,7.7346982
TCGA.C5.A8YQ.01,Cluster II,6.225192349
TCGA.AP.A0LG.01,Cluster II,6.074399379
TCGA.PE.A5DD.01,Cluster IV,7.163321526
TCGA.A7.A4SD.01,Cluster II,10.44541811
TCGA.IR.A3LI.01,Cluster I,5.522711038
TCGA.ZF.A9R0.01,Cluster II,7.573292103
TCGA.94.7033.01,Cluster III,8.667904881
TCGA.BF.A5EQ.01,Cluster II,8.940432183
TCGA.EP.A2KB.01,Cluster I,7.137399257
TCGA.IB.A7M4.01,Cluster IV,7.469273165
TCGA.CM.4750.01,Cluster II,6.504481072
TCGA.CZ.5465.01,Cluster IV,7.384373068
TCGA.KK.A6E2.01,Cluster I,5.932483582
TCGA.BH.A18N.01,Cluster II,5.165373798
TCGA.DE.A69K.01,Cluster IV,5.58548363
TCGA.BH.A1F8.01,Cluster II,6.781075021
TCGA.B5.A0JV.01,Cluster II,5.605862673
TCGA.VS.A9UV.01,Cluster I,6.265903171
TCGA.77.8156.01,Cluster III,10.16804008
TCGA.QT.A5XJ.01,Cluster I,1.93053999
TCGA.C8.A132.01,Cluster IV,9.232763852
TCGA.VP.A872.01,Cluster II,2.666268495
TCGA.DA.A95W.06,Cluster II,8.546205278
TCGA.FY.A40L.01,Cluster IV,8.63750742
TCGA.G3.AAUZ.01,Cluster I,6.794052085
TCGA.BH.A42U.01,Cluster IV,8.408204722
TCGA.A2.A1FZ.01,Cluster IV,7.006896297
TCGA.CF.A8HX.01,Cluster I,1.86373771
TCGA.2J.AABV.01,Cluster IV,2.367394478
TCGA.EA.A43B.01,Cluster III,10.41578046
TCGA.A2.A0ES.01,Cluster IV,7.299565431
TCGA.MP.A5C7.01,Cluster I,7.395183763
TCGA.06.2565.01,Cluster I,5.570533206
TCGA.GN.A266.06,Cluster IV,10.8855039
TCGA.A8.A07O.01,Cluster II,6.485503893
TCGA.44.5643.01,Cluster III,8.588321973
TCGA.HE.7130.01,Cluster I,6.208790141
TCGA.A7.A6VY.01,Cluster III,11.21461903
TCGA.AA.3976.01,Cluster II,NA
TCGA.E2.A158.01,Cluster I,6.556762915
TCGA.BQ.5875.01,Cluster I,2.689421813
TCGA.HZ.7919.01,Cluster IV,8.381704726
TCGA.CG.5723.01,Cluster III,11.56485752
TCGA.4B.A93V.01,Cluster II,9.027587558
TCGA.DU.A5TT.01,Cluster I,3.368461407
TCGA.AA.3837.01,Cluster II,NA
TCGA.P8.A6RY.01,Cluster I,2.111469982
TCGA.KK.A8IK.01,Cluster I,1.857856962
TCGA.FY.A3NP.01,Cluster I,1.505477889
TCGA.A3.A6NN.01,Cluster IV,8.40649796
TCGA.DU.6401.01,Cluster I,1.547092934
TCGA.PG.A917.01,Cluster II,11.02369009
TCGA.E7.A8O8.01,Cluster II,6.149497367
TCGA.2J.AABT.01,Cluster IV,6.026694596
TCGA.DD.A3A3.01,Cluster I,2.46065328
TCGA.EW.A1P4.01,Cluster III,11.52576909
TCGA.J8.A3O2.01,Cluster IV,6.230555843
TCGA.DD.AACD.01,Cluster I,7.532599036
TCGA.AP.A0LM.01,Cluster IV,9.211289844
TCGA.D7.8573.01,Cluster II,8.329565312
TCGA.FJ.A3Z9.01,Cluster I,1.958988479
TCGA.B8.5165.01,Cluster IV,6.167367246
TCGA.2G.AAFM.01,Cluster II,10.18855912
TCGA.XF.AAN1.01,Cluster II,5.512179455
TCGA.50.5942.01,Cluster IV,6.752421728
TCGA.61.1917.01,Cluster II,8.632197144
TCGA.HG.A2PA.01,Cluster III,9.514315373
TCGA.ZG.A9N3.01,Cluster II,7.961839117
TCGA.AK.3428.01,Cluster IV,7.842043728
TCGA.A5.A0GB.01,Cluster II,7.611839997
TCGA.EM.A1CS.01,Cluster IV,5.565843538
TCGA.EM.A1YB.01,Cluster I,2.164022096
TCGA.E6.A2P9.01,Cluster II,8.29360398
TCGA.DK.A1AF.01,Cluster IV,8.7483783
TCGA.BP.4165.01,Cluster IV,9.012219456
TCGA.AA.3697.01,Cluster II,7.234313733
TCGA.B1.A47O.01,Cluster I,2.404071078
TCGA.ZG.A9LS.01,Cluster IV,8.098912794
TCGA.EJ.5521.01,Cluster I,5.956241843
TCGA.EM.A22K.01,Cluster IV,2.18898257
TCGA.A3.3346.01,Cluster IV,9.6742268
TCGA.B6.A0IH.01,Cluster IV,7.451882796
TCGA.W3.AA1R.06,Cluster II,8.909226188
TCGA.DD.AACG.01,Cluster I,5.87966581
TCGA.S9.A89Z.01,Cluster IV,2.397663505
TCGA.D1.A177.01,Cluster II,NA
TCGA.CZ.5982.01,Cluster IV,6.586506304
TCGA.A2.A0EV.01,Cluster II,7.686899218
TCGA.MH.A856.01,Cluster II,5.932757055
TCGA.56.A4ZJ.01,Cluster IV,8.091907628
TCGA.BQ.7055.01,Cluster IV,1.955121638
TCGA.06.2563.01,Cluster III,6.788184821
TCGA.E2.A10F.01,Cluster IV,8.376458243
TCGA.EJ.5524.01,Cluster IV,7.763514695
TCGA.EL.A4JZ.01,Cluster IV,9.301163247
TCGA.IG.A5B8.01,Cluster III,8.107510956
TCGA.2Z.A9JG.01,Cluster I,5.807925487
TCGA.31.1946.01,Cluster II,6.98981862
TCGA.A8.A09D.01,Cluster IV,7.153588838
TCGA.DV.A4W0.01,Cluster IV,7.409008545
TCGA.G3.AAV2.01,Cluster I,5.2336303
TCGA.J4.A67Q.01,Cluster IV,NA
TCGA.TQ.A7RO.01,Cluster I,1.810869877
TCGA.BF.AAP2.01,Cluster II,7.974470193
TCGA.6D.AA2E.01,Cluster IV,5.393917048
TCGA.EL.A3GS.01,Cluster I,5.726402417
TCGA.EJ.A7NK.01,Cluster I,2.594001004
TCGA.E2.A10A.01,Cluster II,2.951298744
TCGA.EY.A3QX.01,Cluster II,7.010463189
TCGA.AN.A049.01,Cluster IV,6.65540123
TCGA.33.4538.01,Cluster III,7.790631417
TCGA.V1.A8WN.01,Cluster IV,7.19385091
TCGA.P5.A735.01,Cluster I,0.448226998
TCGA.G7.6796.01,Cluster I,5.274409213
TCGA.BR.6455.01,Cluster II,9.507974414
TCGA.EL.A3ZQ.01,Cluster I,4.923917737
TCGA.HC.8257.01,Cluster I,7.079580393
TCGA.EE.A2A0.06,Cluster IV,9.51263115
TCGA.BP.5194.01,Cluster IV,7.208874284
TCGA.LB.A7SX.01,Cluster II,5.759351045
TCGA.D8.A27N.01,Cluster IV,7.12204551
TCGA.BA.A6DE.01,Cluster III,8.909858275
TCGA.ZG.A8QX.01,Cluster I,5.017786451
TCGA.23.2084.01,Cluster II,5.203647208
TCGA.ER.A2ND.06,Cluster II,8.300165008
TCGA.AO.A03T.01,Cluster II,6.721928428
TCGA.A2.A4RY.01,Cluster IV,6.810824665
TCGA.B9.4115.01,Cluster I,2.243888924
TCGA.B0.4718.01,Cluster IV,8.733347947
TCGA.60.2722.01,Cluster III,6.815510677
TCGA.S4.A8RO.01,Cluster IV,2.792937203
TCGA.CK.4947.01,Cluster II,7.577942914
TCGA.5P.A9JU.01,Cluster I,2.452555185
TCGA.P5.A781.01,Cluster I,0.697296416
TCGA.C8.A3M7.01,Cluster IV,5.666491897
TCGA.FR.A8YD.06,Cluster II,6.085743517
TCGA.DJ.A3V6.01,Cluster IV,7.829941374
TCGA.DU.A5TS.01,Cluster I,0.54897275
TCGA.S9.A6WE.01,Cluster I,0.626813168
TCGA.TT.A6YK.01,Cluster IV,2.626333021
TCGA.E3.A3E3.01,Cluster I,4.879667663
TCGA.QT.A5XN.01,Cluster I,1.684577881
TCGA.39.5028.01,Cluster III,8.83172479
TCGA.2W.A8YY.01,Cluster II,8.66285728
TCGA.56.8624.01,Cluster IV,2.817134524
TCGA.DA.A95X.06,Cluster II,8.217865626
TCGA.DK.A3IT.01,Cluster II,6.945402915
TCGA.DD.A1EF.01,Cluster I,7.596480249
TCGA.FP.8210.01,Cluster IV,8.156570727
TCGA.QR.A70A.01,Cluster I,2.33092398
TCGA.CH.5767.01,Cluster I,2.326293571
TCGA.60.2713.01,Cluster III,9.489143038
TCGA.4E.A92E.01,Cluster II,10.43014718
TCGA.HT.7603.01,Cluster I,0.381415209
TCGA.13.A5FT.01,Cluster II,NA
TCGA.A8.A079.01,Cluster II,5.707791997
TCGA.CW.5584.01,Cluster IV,7.011374938
TCGA.CG.4440.01,Cluster III,NA
TCGA.AA.3492.01,Cluster II,8.364768165
TCGA.E1.A7YU.01,Cluster I,0.439496835
TCGA.24.2038.01,Cluster II,NA
TCGA.XP.A8T8.01,Cluster III,7.213916582
TCGA.AQ.A1H3.01,Cluster IV,6.743096228
TCGA.EL.A3T7.01,Cluster IV,2.359392347
TCGA.Q1.A5R3.01,Cluster I,8.321816565
TCGA.YL.A8S9.01,Cluster I,4.572676524
TCGA.J4.A83N.01,Cluster I,6.518185754
TCGA.EK.A2PL.01,Cluster I,9.032042854
TCGA.XM.A8RH.01,Cluster II,5.179236136
TCGA.CR.7389.01,Cluster III,3.040361456
TCGA.22.4595.01,Cluster III,8.522478863
TCGA.ER.A19M.06,Cluster II,11.93717961
TCGA.IB.7886.01,Cluster IV,9.383451324
TCGA.YD.A9TA.06,Cluster IV,9.811406171
TCGA.AP.A1DQ.01,Cluster II,NA
TCGA.L5.A8NK.01,Cluster III,NA
TCGA.CR.6477.01,Cluster III,7.012043523
TCGA.AZ.4615.01,Cluster II,10.78689951
TCGA.FB.AAPQ.01,Cluster IV,6.594287689
TCGA.DD.AACO.01,Cluster I,2.363547143
TCGA.DK.A3WX.01,Cluster III,10.02077318
TCGA.AG.A026.01,Cluster II,NA
TCGA.CV.6959.01,Cluster III,9.933814749
TCGA.AA.3696.01,Cluster II,NA
TCGA.AN.A0XS.01,Cluster IV,7.893720652
TCGA.4V.A9QS.01,Cluster II,7.073780433
TCGA.FD.A3NA.01,Cluster III,8.493146069
TCGA.ZT.A8OM.01,Cluster II,4.694668793
TCGA.S9.A7QY.01,Cluster I,0.655655444
TCGA.AX.A06B.01,Cluster IV,8.464305594
TCGA.X3.A8G4.01,Cluster IV,10.94246837
TCGA.59.2354.01,Cluster IV,8.756108747
TCGA.50.6592.01,Cluster IV,10.84346843
TCGA.EE.A3J4.06,Cluster II,8.62664386
TCGA.AR.A256.01,Cluster II,6.072692667
TCGA.OL.A5RV.01,Cluster IV,4.617282833
TCGA.A8.A07S.01,Cluster II,2.630429543
TCGA.QR.A70V.01,Cluster I,1.817970674
TCGA.QH.A65V.01,Cluster I,1.372186933
TCGA.D3.A8GR.06,Cluster II,4.374448636
TCGA.D3.A5GR.06,Cluster IV,9.850561816
TCGA.TM.A84S.01,Cluster I,0.730901989
TCGA.W2.A7HB.01,Cluster I,1.90966083
TCGA.CC.A8HT.01,Cluster I,7.497047052
TCGA.EO.A1Y7.01,Cluster I,8.953431681
TCGA.E9.A1NC.01,Cluster II,10.73000409
TCGA.S3.AA12.01,Cluster II,2.480687574
TCGA.EL.A3CL.01,Cluster IV,4.422886174
TCGA.CX.A4AQ.01,Cluster II,8.016735226
TCGA.55.7227.01,Cluster IV,9.511816344
TCGA.DE.A4MB.01,Cluster IV,2.650092779
TCGA.RX.A8JQ.01,Cluster IV,4.802500546
TCGA.39.5040.01,Cluster II,7.08442229
TCGA.AC.A2FM.01,Cluster II,5.406011254
TCGA.25.2399.01,Cluster II,8.300626096
TCGA.ZF.AA4T.01,Cluster II,2.171743234
TCGA.AF.2693.01,Cluster II,7.264239385
TCGA.EJ.A46I.01,Cluster I,5.52278905
TCGA.VQ.AA6K.01,Cluster IV,7.84741979
TCGA.P4.A5EA.01,Cluster II,10.14578296
TCGA.IQ.A6SH.01,Cluster III,10.25708166
TCGA.QH.A6X3.01,Cluster I,0.650446954
TCGA.B6.A2IU.01,Cluster II,5.079758057
TCGA.CV.7097.01,Cluster III,8.421439806
TCGA.2E.A9G8.01,Cluster II,9.179915859
TCGA.G3.A5SJ.01,Cluster IV,8.914395688
TCGA.97.8174.01,Cluster IV,8.67609772
TCGA.GC.A3RD.01,Cluster II,2.12970348
TCGA.DJ.A2PZ.01,Cluster IV,2.503886363
TCGA.AX.A3FT.01,Cluster II,11.37730408
TCGA.OL.A5DA.01,Cluster II,8.562005475
TCGA.3G.AB14.01,Cluster I,9.400601563
TCGA.ZJ.AAXF.01,Cluster II,9.496281666
TCGA.GK.A6C7.01,Cluster IV,7.588218966
TCGA.TM.A84R.01,Cluster I,0.582260002
TCGA.CV.A45Q.01,Cluster III,3.046436334
TCGA.EP.A26S.01,Cluster I,6.122828481
TCGA.2G.AAFL.01,Cluster II,8.926565151
TCGA.DA.A960.01,Cluster II,2.057053952
TCGA.Q1.A6DV.01,Cluster I,6.694192127
TCGA.AN.A0AM.01,Cluster II,10.07406487
TCGA.VP.A87H.01,Cluster II,5.764549472
TCGA.AA.3495.01,Cluster II,7.287974977
TCGA.XF.AAME.01,Cluster IV,7.268395577
TCGA.LP.A5U2.01,Cluster I,9.613517587
TCGA.BH.A0B0.01,Cluster IV,8.390587853
TCGA.CN.5364.01,Cluster III,7.573648566
TCGA.CH.5772.01,Cluster I,8.138276517
TCGA.B5.A3FH.01,Cluster II,7.69030962
TCGA.CW.6088.01,Cluster IV,7.204130599
TCGA.E2.A15D.01,Cluster IV,6.966484955
TCGA.WB.A81A.01,Cluster I,2.030500159
TCGA.YG.AA3O.06,Cluster II,7.480358605
TCGA.AC.A6IX.01,Cluster IV,7.289701494
TCGA.B6.A0IA.01,Cluster II,1.960016222
TCGA.W2.A7HF.01,Cluster I,1.732711178
TCGA.69.7764.01,Cluster IV,8.273013506
TCGA.EJ.A65F.01,Cluster II,6.717892367
TCGA.C5.A8YR.01,Cluster III,9.51468537
TCGA.B5.A11E.01,Cluster II,8.018418527
TCGA.A8.A09N.01,Cluster II,7.941143809
TCGA.AG.3999.01,Cluster II,NA
TCGA.RC.A7SF.01,Cluster I,6.541257004
TCGA.13.0799.01,Cluster II,7.589098169
TCGA.CM.6169.01,Cluster IV,9.793540791
TCGA.XJ.A9DK.01,Cluster I,4.748776917
TCGA.QH.A6CX.01,Cluster I,1.381390189
TCGA.44.2659.01,Cluster IV,9.452757169
TCGA.W2.A7H5.01,Cluster I,3.993395677
TCGA.56.7579.01,Cluster III,5.652972728
TCGA.LL.A73Z.01,Cluster IV,9.121203736
TCGA.DC.6156.01,Cluster IV,9.372720199
TCGA.V1.A8WW.01,Cluster II,3.04519298
TCGA.A1.A0SN.01,Cluster IV,8.519408407
TCGA.A6.6141.01,Cluster II,8.556518466
TCGA.QH.A6CZ.01,Cluster I,0.449558744
TCGA.FG.A4MY.01,Cluster I,0.648165405
TCGA.39.5029.01,Cluster III,10.76689732
TCGA.VS.A8EI.01,Cluster III,10.23502512
TCGA.FS.A1ZG.06,Cluster I,4.264822563
TCGA.DK.AA76.01,Cluster I,1.241840385
TCGA.BK.A13B.01,Cluster II,3.176424278
TCGA.HD.A6I0.01,Cluster III,8.918670591
TCGA.A3.3322.01,Cluster IV,2.939202089
TCGA.DD.AACU.01,Cluster I,7.048327969
TCGA.V1.A9ZR.01,Cluster IV,5.777209217
TCGA.BC.A110.01,Cluster IV,7.462166398
TCGA.77.8136.01,Cluster III,11.77971489
TCGA.CV.7446.01,Cluster III,8.685518166
TCGA.QS.A5YR.01,Cluster II,7.521106224
TCGA.AP.A0LS.01,Cluster II,8.632623298
TCGA.EJ.A65G.01,Cluster I,4.739235283
TCGA.D7.6528.01,Cluster II,5.952454749
TCGA.CJ.4899.01,Cluster IV,6.914327328
TCGA.AA.3685.01,Cluster II,10.27614653
TCGA.W3.AA1V.06,Cluster III,7.655980825
TCGA.UC.A7PG.01,Cluster III,7.867066462
TCGA.DD.AAVS.01,Cluster I,6.519584083
TCGA.BH.A1FD.01,Cluster II,3.140755403
TCGA.34.5241.01,Cluster III,9.662092419
TCGA.BS.A0WQ.01,Cluster II,4.826950342
TCGA.A2.A25B.01,Cluster II,8.456980703
TCGA.HU.A4H5.01,Cluster II,7.539355484
TCGA.G5.6233.01,Cluster II,5.436786596
TCGA.BH.A0HW.01,Cluster II,2.000622622
TCGA.HT.7877.01,Cluster I,0.540815464
TCGA.IN.A6RL.01,Cluster IV,6.339578113
TCGA.DD.A4NF.01,Cluster I,4.497998487
TCGA.BR.4279.01,Cluster IV,8.341640771
TCGA.DQ.7595.01,Cluster III,5.258222053
TCGA.06.0157.01,Cluster IV,2.390635608
TCGA.E2.A56Z.01,Cluster II,7.289222478
TCGA.S9.A7IX.01,Cluster I,1.608799854
TCGA.LL.A6FQ.01,Cluster II,5.69750388
TCGA.ET.A40R.01,Cluster IV,7.381742814
TCGA.CV.5434.01,Cluster III,7.612126409
TCGA.G9.7510.01,Cluster IV,7.103187302
TCGA.EJ.A7NF.01,Cluster I,6.183285517
TCGA.69.8253.01,Cluster IV,6.052654838
TCGA.GU.A764.01,Cluster III,8.777291023
TCGA.FG.7641.01,Cluster I,0.471138501
TCGA.AA.A01P.01,Cluster IV,12.03878452
TCGA.DM.A1HA.01,Cluster II,7.971842708
TCGA.D1.A17Q.01,Cluster II,5.675012614
TCGA.CJ.4886.01,Cluster IV,10.08491156
TCGA.CV.7248.01,Cluster III,7.768256267
TCGA.ED.A7XP.01,Cluster I,6.7866353
TCGA.FD.A5BR.01,Cluster III,6.039621801
TCGA.25.1314.01,Cluster II,6.021057049
TCGA.YA.A8S7.01,Cluster IV,7.069060564
TCGA.EE.A2MI.06,Cluster II,9.926931373
TCGA.PG.A914.01,Cluster II,8.509194636
TCGA.A2.A3KD.01,Cluster IV,6.48645939
TCGA.HT.7695.01,Cluster I,0.654668439
TCGA.BJ.A3PT.01,Cluster IV,6.77876601
TCGA.QR.A70T.01,Cluster I,3.534736781
TCGA.CV.A45Y.01,Cluster III,9.959716263
TCGA.02.2485.01,Cluster I,6.705167598
TCGA.55.7815.01,Cluster IV,9.079430579
TCGA.A2.A3XS.01,Cluster II,7.354058779
TCGA.ES.A2HT.01,Cluster I,7.138811613
TCGA.35.3615.01,Cluster I,8.551312452
TCGA.ER.A3ET.06,Cluster II,6.602474335
TCGA.CC.5259.01,Cluster I,7.456623172
TCGA.LN.A49O.01,Cluster III,11.04321466
TCGA.60.2716.01,Cluster I,2.549059104
TCGA.RW.A68C.01,Cluster IV,2.505882166
TCGA.H2.A3RH.01,Cluster IV,2.14544394
TCGA.50.7109.01,Cluster II,10.12898146
TCGA.AR.A1AV.01,Cluster II,2.654227485
TCGA.CF.A1HS.01,Cluster III,6.201492878
TCGA.RU.A8FL.01,Cluster I,1.806649492
TCGA.HD.7754.01,Cluster III,5.365640138
TCGA.55.6972.01,Cluster I,2.60681409
TCGA.L5.A88V.01,Cluster II,NA
TCGA.27.1831.01,Cluster II,3.129792154
TCGA.CV.5431.01,Cluster III,10.59614202
TCGA.FC.A5OB.01,Cluster I,2.168514315
TCGA.CE.A481.01,Cluster IV,8.831276058
TCGA.A5.A0VO.01,Cluster II,6.285108637
TCGA.ET.A25J.01,Cluster IV,6.082076162
TCGA.CG.4449.01,Cluster IV,7.397082495
TCGA.LD.A74U.01,Cluster IV,6.791771794
TCGA.AO.A0J9.01,Cluster IV,7.73521209
TCGA.CH.5763.01,Cluster IV,6.02924477
TCGA.FG.A713.01,Cluster I,1.362702676
TCGA.A8.A08X.01,Cluster IV,9.403290086
TCGA.12.5295.01,Cluster I,3.103005053
TCGA.UY.A9PB.01,Cluster III,10.95009391
TCGA.D8.A27R.01,Cluster II,7.14799007
TCGA.B1.A47N.01,Cluster I,1.969123894
TCGA.EJ.7789.01,Cluster I,5.754416098
TCGA.AA.3867.01,Cluster II,NA
TCGA.EM.A2CM.01,Cluster I,2.353871486
TCGA.97.8176.01,Cluster II,2.627381883
TCGA.S7.A7WQ.01,Cluster IV,7.15116507
TCGA.AC.A7VB.01,Cluster II,2.333203451
TCGA.49.4514.01,Cluster II,9.598214525
TCGA.AO.A03V.01,Cluster II,2.906399183
TCGA.RW.A68F.01,Cluster I,7.242583636
TCGA.AJ.A3EK.01,Cluster II,9.56970067
TCGA.V1.A9OQ.01,Cluster I,5.913536384
TCGA.BP.5174.01,Cluster IV,8.068200763
TCGA.G3.AAV5.01,Cluster I,5.348619523
TCGA.EB.A430.01,Cluster II,8.802596793
TCGA.66.2756.01,Cluster II,7.948019936
TCGA.GU.A42R.01,Cluster II,4.604231675
TCGA.3A.A9IN.01,Cluster IV,6.145923239
TCGA.A8.A06Y.01,Cluster II,2.618459158
TCGA.AK.3451.01,Cluster IV,7.592624834
TCGA.DH.5144.01,Cluster I,0.645184098
TCGA.A5.A0R6.01,Cluster II,5.948077441
